Review,Positive Word Count,Negative Word Count,Sentiment Score
"wonderful perfectly localed, just opened month.very helpful staff reasonable rates breakfast included.the rooms nice completely clean functional,  ",5,0,4
"great start stayed tutu center weeks opened, rooms new beautiful large nicely appointed, building quite old rooms old character fireplaces original moldings etc.the service responsive professional.the outside hotel fountain presume not finished looked like construction site does new york, not noisy.this star review brand new hotel minor unfinished parts remodeling kinks service,  ",4,1,3
"pleasantly surprised saw hotel review site decided try reasonably priced manhattan expected worst.i arrived 6 hours late met warm welcome midnight concern tiredness delay, renovations going hotel building work started fairly early morning, not problem worth mentioning, theroom huge corner building, bed comfortable remember sleeping, rooms period high ceilings original features mod cons e.g, tv aircon fax modem etcthere 24/7 diners nearby corners hotel offers complimentary breakfast, area quiet 2 blocks subway, local area friendly shops away food outlets, desk staff welcoming helpful.very pleasantly surprised highly recommended especially price,  ",12,3,4
"gem chelsea nyc visitors vermont 26 2008my husband just returned memorial day weekend nyc, desmond tutu center hotel exceeded expectations, accommodations comfortable decor tasteful, room faced courtyard center accessable day giving bit nature big city, sure make time stroll grounds, continental breakfast included excellent, clean pleasant, want change pace nyc modest clean quiet affordable desmond tutu center place,  ",8,0,4
"lovely stay big apple lovely place stay hectic city, enjoyed room hallways pretty narrow.the recently renovated rooms sparkling clean need fingertips.the real winner breakfast morning refectory, lovely stained glass windows wood panelling sorts selections left nothing desired.cereals breads yogurt cooked order omelets gave plenty eat starting explorations, blocks subway lovely streets brownstone homes, gave feeling real new york neighborhood away thousands tourists.highly recommend,  ",8,1,4
"excellent accomodation service just returned vacation week desmond tutu center new york set chelsea neighborhood, room cosy spacious, complimentary breakfast served inside wonderful historical refectory, staff friendly willing support daily needs.chelsea little bit action buses m11/m10 c e subway lines easily peace tranquility hotel 10th av 23rd st,  ",7,0,4
"new hotel staff new hotel friendly guests positive, room double bed room tiny bed took room, bed shower facilities brand new excellent, lcd television screen delight well.one thing disappointing hotel lack amenities in-room facilities, location hotel no option expansion way restaurants gym sauna pool, suppose trade excellent proximity central station, understandable, disappointed no in-room information television channels wireless access reception details local shops services usual brochures, happy minute price got consider options little pay price, despite lack extra facilities happy stay central regent,  ",5,4,3
"friendly smal hotel great service arrived check time having got early catch flight, room vacated arranged room cleaned, meant away breakfast come catch needed sleep normal check time,  ",1,0,3
"great location great place stay sydney close transport restaurants affordable friendly staff, rooms small equipped comfy, definitely stay time travel sydney,  ",3,0,3
"like stayed hotel 2 days think good place stay sydney near central station, looks like renovated recently new good condition, far jadge convinient comfortable enought price, additon staff friendly.overall say good hotel worth stay enjoy staying,  ",7,0,4
"ok ok. room clean tidy, staff friendly, good holiday not good business wireless internet expensive no iron room, close train station handy dodgy people area night,  ",4,1,3
"great value paid stayed fantastic price secret deal turned busiest weekend sydney olympics, rooms small nicely bathrooms, excited floor window looked brick wall way building not rooms view, location good not far rail station easy walk chiinatown cheap bus fare rocks, desk staff helpful friendly, paid excellent value money,  ",7,2,4
"good good great location new clean modern bathroom flat screen tv coffee maker room nice linens friendly manager close subway close forbidden city near nice park small/ low rise building.bad no refrigerator small room no kleenex no ice machine 4 hangers tiny closet little drawer space chair rooms basement standard rooms good value couple nights, uncomfortable longer stay,  ",8,2,4
"location, location, location, stayed deluxe room 10-15 march, room comfortable bathroom smell, staff accomodating- provided powerboard wthat used dvd player phone chargers turned radiator making room uncomfortably warm extra towels/hangers price paid 428rmb/nite real steal, fabulous machine lobby converted major currencies rmb n't worry not having rmb, rate got exchanging usd rmb current reasonable,  ",3,2,3
"fantastic hotel english-speakers great location great choice mid-level hotel beijing, rooms clean bathrooms really nice, want explore city use room showering sleeping place, staff extremely friendly helpful, not people speak english beijing fluent english-speaker desk, rates reasonable location ideal, close forbidden city tianamen square subway stop city, highly recommend hotel time beijing,  ",7,1,4
"not check-out fast drove unappealing alley hotel taxi driver difficulty finding, room extremely small leaving little room luggage, bed worn carpeted floor littered dirt tiled bathroom floor dirty slimy, demanded taken room described vip room, vip room slighlty larger room containing king bed queen bed room offered spectacular view rear local bar warehouse just feet away, approximate 10 feet window adjoining building stacked crates beer bottles used unopened, guess thats local flavor, girlfriend miserable night took ride visit friends staying nearby howard johnson paragon hotel, went desk offered shown wonderful executive floor room floor including admission executive lounge breakfast executive lounge atrium restaurant internet, cost total approximately 90 usd night, following morning fled days inn checked paragon truly wonderful stay total price including breakfast paid days inn, advantage days inn clost walk forbidden city taxi fares incredibly cheap beijing china dont think staying days inn, dont rely tripadvisor rating unreliable hotel,  ",6,9,2
"good price/quality/location ratio stayed week 2008. great location just minutes walk tiananman square famous shopping area wangfunjing street oposite direction, located forbidden city gates, wanderful park paths just nice walk directly forbidden city main entrance, english-speaking stuff nice helpful, let organise visits famous places beijing, air conditioned rooms clean comfortable reasonably big bathrooms, expect avarege breakfast chinese continetal food, huge advantage hotel free wifi internet access pros great location- english speaking stuff- free wifi internet accesscons breakfast restaurant food better limited food assortment,  ",14,3,5
"great choice, experience days inn forbidden city excellent, stayed trip february highly recommend looking reasonably priced hotel decent amenities great location, arrived late night delayed flight cab driver did not problem finding hotel did not problems checking, sure print address chinese characters leaving cab drivers not speak english, copy paste chinese version website, hotel staff did not speak english person desk proficient really problem, hotel far luxurious clean comfortable free high-speed internet fabulous location walking distance major tourist attractions, staff helpful called cab come airport leaving helped daily itineraries booking trip great wall, complaints follows:1. hotel construction caused lot noise dust, not huge deal kind annoying.2, booked trip great wall decided cheapest option small group tour 25 day included lunch, told not include tourist trap diversions guide book warned trips jade factory traditional chinese medicine demonstration scams essentially, did, frustrating detracted experience great wall known taken places chosen different option, wish days inn worked legitimate tour agency, major complaint recommend people stay just not use booking tours,  ",18,12,4
"european quality stayed week hotel surprised design equipment cleanness, great choice major european cities not talk outstanding quality represented geographical context, located perfectly center quite,  ",3,0,3
"lovely hotel great location stayed days inn hotel september 3 nights, overall pleasant experience, hotel great location really central just minutes walk main sites, room really modern big bathroom great shower bed quite small hard, breakfast n't included rate, paid morning wasnt really worth price, shopping centre 5 minutes walk hotel loads choice breakfast cafes, word warning hotel great wall tours stop jade factories similar not direct better doing independently did easy organise, staff hotel friendly helpful, internet access useful,  ",10,1,4
"good location not good hotel stayed days inn forbidden city november 2008.the location really good 10 minutes walking forbidden city tiananmen square.the hotel not good, room hot heater.we asked staff adjust nothing done.we turned heaters room central heater room hot, open window breath, construction right room workers used work 3:00 making lot noise, shower bathroom mess water entire bathroom flor box leaking, carpets dirty, breakfast n't included expensive offer,  ",5,4,3
"good location fantastic staff great hotel blocks pont vecchio, rooms good breakfast good, staff wonderful, helpful reservations advice suggestions,  ",4,0,3
"good hotel reasonable price hotel silla pensione recommended rick steves books, clean nicely sized rooms helpful staff, staff encountered spoke good english gave excellent restaurant recommendations helpful hints, location excellent river crowds noice close walk, furthest attraction academia 20 min, walk, recommend seeing early morning streets n't crowded walk, breakfast good tasty bread yogurt cheese fruit cereal excellent cappuccino, great item buffet eggs looked like powdered mix, good food did n't miss, good value hotel nice neighborhood florence,  ",19,1,5
"fabulous, absolutely wonderful hotel silla staff caring group individuals experienced, visit beautiful city florence memorable, staff willing help directions best venues dine selections great, extremely helpful prior arrival doing took things order, hotel darling cared, treat mrs. avellino silla owner sweet, breakfast buffet lovely waitstaff, lovely terrace enjoy visited sites looking relax planted blooming flowers adds experience, say adored stay look forward return trip florence hotel silla, ciao dan k,  ",10,0,5
"nice hotel good florence location hotel silla quiet oasis busy florence, just arno uffizii gallery shaded square, lovely entry courtyard wonderful second floor patio breakfast afternoon drinks, staff excellent, rooms large, negative opinion rooms dark, need lights lighter-colored furnishings wall paper,  ",5,1,3
"loved hotel silla stayed hotel 3 nights enjoyed minute, staff helpful recommended wonderful restaurants close, rooms large comfortable eating breakfast outdoor patio delightful, buffet wonderful, particularly liked location hotel, just river oltrarno area, quiet neighborhood good restaurants just short walk florence attractions, stay,  ",8,0,4
"excellent experience hotel silla wife enjoyed 4 night stay hotel silla, hotel extremely located just arno 10 minute walk uffizzi, area quiet park hotel convenient.the property clean maintained, air conditioning quite effective well.the desk staff particular helpful, quick sincerely accomodating asked recommend make bookings local museums restaurant, recommendations excellent.one touch wife really enjoyed room 31 rocking chair, rooftop terrace breakfast pleasant buffet improved.at 120 euro night felt good value compared hotels stayed week trip italy,  ",10,0,5
"certainly, hotell silla lovely hotel section city bit away hustle-bustle viewd positive manageable walk sights, 2 rooms family 5 3 boys aged 20 18 15, rooms appointed spacious immaculate extremely fussy comes cleanliness, staff accommodating ranging booking reservations email advance museums helping telephone communication problems concerning leg trip, mrs. silla takes great pride property, opportunity vist florence hotel silla stay,  ",8,2,4
"great location silla great location walking sites pitti palace boboli gardens ponte vecchio uffizi gallery museums duomo churches markets upscale shopping, walked day 3 days florence not place car, hotel quiet set street small park runs arno river, hotel elevator not small hotels big help lobby hotel rooms start second floor, staff friendly helpful good recommendations dining placed reservations, breakfast good especially like cappucino croissants filled chocolate vanilla custard peach preserves, fresh fruit cheese ham eggs hot water appliance soft hard boiling, weather nice day breakfast beautiful terrace filled flower pots, rooms adequate nothing fancy frankly need updating clean comfortable did n't spend time room, price good compared places considered satisfied choice,  ",21,1,5
"great service friendly staff second time stayed hotel stayed 10 days staff helpful hotel great,  ",2,0,3
"loved tuskany booked hotel silla reading reviews trip advisor web site didn__Ç_é_ regret second, lovely hotel good location, wonderful staff friendly helpful, single room small clean quiet didn__Ç_é_ spend lot time it.the breakfast buffet excellent, fall love tuscany enjoyed stay silla,  ",8,2,4
"good service hotel silla wife stayed 4 nights location great seeing tourist sights finding shopping food florence, close ponte vecchio, staff hotel nice tried answer questions allowed use computers check send email, missed wake problem stay, nightclub door little loud night exhausting day walking town hardly notice, continental breakfast provided nice touch,  ",3,3,3
"old fashion charm peaceful location close attractions, looking nice hotel located walking distance main attactions quiet peaceful neighborhood, years florence hectic thousands motor bikes crisscrossing directions, hoped noises pollution.hotel silla left bank river arno opposite santa croce famous xiii century square church michelangelo dante buried ideal, hotel located upper floors charming xv palazzo, elevator opens beautiful rennaissance courtyard.our room faced small tree lined square arno flowing it.we walked arrived train station, wewere going taxi hotel advised bus 23 did minutes bus left feet away hotel, took note convenient garage case drive florence time.our room ample furniture good quality lots old fashioned italian towels bed extremely confortable night impeccable white mats floor bed.bedspreads match chairs upholstery, good heating a.c deskwith chair reading arm chair, lots lamps, wasa nicely appointed room, design uphoistery materials modern fashion lastcry, probably not classic good quality impeccably maintained, add old fashioned details nice buffet breakfast fresh oj fresh bread croissants good ham cheeses frutis cereales eggs capuccinos order picture place cared guests providing good service.indeed desk extremely helpful lost important papers visiting uffici hotel desk clerk calling right places.was happy, rejoiced, happy great feeling, breakfast served elegant dinning room facing arno summer told waitress served spacious second-floor outdoor terrace looking arno, bar occasional drink, 100 euros breakfast included reserved directly everyday reminded great buy silla turned, free internet wish laptop guests room no charge,  ",32,3,5
"great location hard beds really liked hotel silla beds, location great, close want quiet area, staff desk extremely helpful, terrace breakfast served beautiful flowers bloom, complaint beds hard, difficulty sleeping woke feeling bruised,  ",3,3,3
"ideal place stayed silla 3 nights 4th floor room hotel overlooking trees/river/breakfast terrace.staff friendly efficeint.room decent size quaintly decorated, quiet noticed little noise outside.bathroom shower no bath perfectly adequate.brerakfast tea/coffee/hot choc. pastries meats cheeses eggs rolls good lovely sit terrace.situation hotel excellent 5 mins walk ponte vecchio, highlights florence steps dome cathedral amazing views added bonus half way going round inside dome inside cathedral gardens, entrance silla easily palace wonderful art state rooms view open bar brilliant meal right window looking ponte vecchio michelangelo best views city bridges arno.all loved florence happy silla,  ",15,1,5
"great hotel great location florence great old hotel florence, hotel staff wonderful helpful willing help arrange reservations museums restaurants, room staying big, breakfast excellent, loved location hotel, away crowds tourists easy walk museums sights, great little neigborhood right hotel,  ",9,0,4
"great hotel family family teenage children wonderful stay hotel silla, large quad room spacious bathroom.the balcony breakfest delightful, breakfast food ok.the location wonderful arno away traffic visitors florence, easy walking distance sites, little neighborhood hotel touristy river, staff helpful directions taxis, room large clean nicely appointed, definitely stay hotel,  ",7,0,4
"unexpected charm service truly impressed charm hotel, just river heart florence old residence probably quieter downtown hotels short walk activity, room quite nice clean breakfast patio delightful breakfast, staff extremely accomodating making restaurant reservations wake calls hiring taxis, really recommend,  ",7,0,4
"driving florence nightmare, hotel easily reached car driving center city parking garage door real discovery, hotel charming, eating breakfast terrace overlooking arno sublime, staff accomodating eager please.just remember not 5 star luxury resort, fabulous little hotel walking distance want florence, chandeliers venetian glass, probably not clean shiny hotel, price love, willing spend double rates probably not stay, like spend money dining souveniers hotel help economize,  ",7,0,4
"hotel silla great value hotel internet recommended travel agent check, chose reasonably priced easy waking distance cross bridge old firenze, great breakfasts 2 days florence staff reservations great restaurant just arno river, arranged tuscany tour, drawbacks cost using garage rental car phone charges numbers fix atm card problems,  ",6,1,4
"silla decent choice hotel silla good value, staff friendly informative helpful, hotel charming breakfast good, breakfast included fruits yogurt bread eggs cold cuts juice fresh coffee, florence beautiful city hotels located busy streets, thats fine like wake traffice noise needed peace quiet morning, hotel silla offered, major complaint thinness walls, walking florence dead tired, needed nap rest heading dinner, couple door idea did not rest, talked watched tv, thats fine not fine clearly hear saying listening, walls paper.the room pretty small just bed, no real form security, leave key staff left room no safe room, day train left later check asked hold bags gladly did, came pick bags bags just open just grab, nothing bad happened odd, said hotel silla decent choice, dont think stay good value esp weakness dollar,  ",18,6,5
"highly reccomend chose hotel silla reading good reviews trip advisor, glad did, location nice, took bus 23b train station, easy hotel short walk, room bathroom large, spacious cities visited europe, room quiet, large window opened wide, a/c safe tv, breakfast fantastic, large variety fresh fruit toast eggs granola yogart etc. ca n't remember selections food different beverages, service excellent, served large outside patio pretty flowers small trees, hotel management friendly professional helpful, emailed arrived ask reserve tickets uffenzi arranged, say not impressed uffenzi musuem, needed mail things home gave directions place nearby, restaurants street good friendly, small store convenient, hotel end not busy street nice, not far walk shopping famous sites, stay again.mrs, holmes,  ",12,0,5
"comfortable accomodations florence stayed silla hotel thanksgiving nights, hotel well-situated respect florence museums churches away busiest traffic, rooms comfortable clean staff extremely helpful courteous breakfasts tasty, complaint absence floor coverings bedroom,  ",5,2,3
"great location husband spent 5 nights hotel, wanted stay oltrarno district florence feel italian life city outside city center, hotel located ponte alle grazie block busy street dei renai, access center city minutes walk, just couple blocks ponte vecchio pitti palace uffizi gallery, room faced little park looked arno, view great street noise distracting times, popular bars/restaurants hotel patrons spilled streets, n't listening buzz city life ask room hotel away street, room quite comforable, desk dresser wardrobe, bed firm plenty pillows, wireless internet access available hotel bring, hotel lobby use.there plenty choices breakfast eggs boil toast cereal fruit juice yogurt pastries cappucino black coffee.the staff helpful, spoke english tolerant husband attempts italian, practiced rosetta stone 6 months prior trip, recommend hotel want different view florence,  ",4,3,3
"hotel silla best, stayed hotel silla week april 2008 loved moment, hotel beautiful old palace rooms nice comfortable breakfast good fresh includes eggs cereals yoghurt fruit toast cheese, location silla excellent easily walk attractions, best silla staff everybody friendly helpful nice feel royal princess, help e.g wished change room view river succeeded nicely, needed adapter reception helped, ladies breakfast room friendly polite feel welcome, absolutely recommend hotel think friendliest hotel stayed, unforgottable, florence silla,  ",15,0,5
"lucky discovery having spent months florence years ago knowing way city looking hotel located walking distance main cultural attractions away hectic city center, hotel silla perfect choice, nice small plaza separates lungarno street runs arno river, terrace restaurant nice view plaza river city skyline, arriving elegant courtyard long city walk far pleasant getting small crowded reception, staff kind helpful room triple ample comfortable. reasonably priced, florence jewel summer crowds make bit suffocating, hotel silla lets breathe,  ",8,2,4
"nice special florence twice year like 3-star hotels not ritzy not rough, stayed fine hotels far easy access center town, silla special treat quite close quiet not terribly expensive not tiny similarly-priced hotels stayed pitti palace ponte vecchiio springs mind, favorite near pretty, wifi, outside breakfast patio bloom wall incredible jasmine potted roses lavendar bougainvilla begonias marigolds not know lime-scented came publicity cares, patio floor street overlooking little park arno, pleasure, wifi free offered excellent reception, staff little better typical florentines experience wiling help information desk telephone calls information town holiday weekend means not open, hotel available price range return fall book flash,  ",11,3,4
"wonderfully helpful employees totally got lost drive florence note follow directions hotel website driving bridges, just hop river come ask local ponte alla grazie spelling, hotel just bridge park/square trees, cell phone called hotel assistance, nice, soon walked reception area said, took care luggage parked car just wonderful, n't book economy room afford bigger rooms, toilet shower weird, took look economy room accepted offered upgrade, walking distance hotel 20 minutes accademia, favorite breakfast served patio second floor americans 1st floor european overlooks river park hotel, magical, staying hotels service awful felt totally pampered hotel silla, gave utensils needed make sandwich late night buy bread meat cheese little grocery downstairs, fabulous,  ",4,2,3
"fantastic hotel, chose silla hotel guide book small hotel quieter river arno building sounded interesting, staff friendly helpful questions asked, did n't expensive rooms lovely view balcony flowers trees partially river, clean extra amenities safe included cost.the location perfect easy walking distance cities main attractions hotel walked beautiful tuscan views, excellent pizzeria road definitely recommend staying hotel,  ",11,1,5
"charming hotel stayed 5 nights loved, nice hotel 10 min, walk uffizi 5 min, walk boboli gardens.some nice bars restaurant just bus stop 1 min hotel n't really need breakfast best ate italy breakfast patio nice rains inside dinning room nice staff great ready help, amazing remember guest preferences.only downsides did n't really mattered:1. bathroom tiny toilet inside shower got used say added charm2, not ready rain got room guests rooms treated immediately staff,  ",9,1,4
"great location great service hotel silla located arno river view duomo short walk uffizi ponte vecchio, room comfortable staff helpful personable, reservations uffiz academy michaelangelo david, walked hotel parking car garage, just minutes away major sites florence hotel silla, stay heartbeat,  ",3,0,3
"hotel silla terrific, hotel silla terrific, room spacious nicely furnished, hotel staff extremely helpful museum reservations restaurant recommendations, breakfast excellent, nice rooftop terrace drinks served late afternoon evening, location arno oltrarno historic downtown offers welcome relief crowds convenient 10 minute walk duomo,  ",7,0,4
"n't ask stayed silla nights end december, 7 euro taxi cab ride train station ideal location south arno away crowds 10 minute walk duomo, warmly greeted shown room floor overlooked arno, staff attended need extrememly helpful everything.the standard room large european standards spotless, room included desk coat closet mini bar small tv, bathroom small clean appointed, included room rate nice continental breakfast large room near desk, apparently summer months breakfast served outside patio overlooking arno, coffee service great plenty breakfast selections.you ca n't beat location amenities cleanliness service, especially prices offered, place highly recommended,  ",7,0,4
"faultless, say, place paradise.pool huge tons high quality loungers relaxing exciting.bar excellent service, think inclusive package drinks poor quality discourage drinking, far, service impeccable not better 5 star hotel, table service great pool service, hardly, drinks good quality including cocktails, things pay champagne cognac.restaurants/food main restaurant great good variety, nice open airy no aircon despise cigarette smoke did n't notice smoking, love club med style love sitting meeting people, restaurant great sit relax felt like intimate wanted la catre service.they driving late afternoon snacks like ice blocks pop corn, beach bar crossiants tea coffee biscuits, encouraged day eating drinking, tastes catered for.entertainment nightly shows great, entertainment great cocktail parties wine tasting limbo competitions circus stuff movies coconut grove comedy nightclub ton fun.beach loved huge coconut grove loungers trees- perfect late afternoon, also- little hut things perfect lounging day.the beach nice sandy wide open space plenty loungers, properties walked past tiny little beaches not loungers, actual swimming area perfectly fine not superb.facilities huge range things spent 10 days did, class- free.we teenage boys allowed use band equipment practice day patient spent hours helping learn new techniques drums guitar, went way expecting really holiday boys, grateful, special thanks husband wife singing duo night bar time effort boys, grounds immaculately kept, nice touches like groundspeople picking dead flowers ground shrub, speakers coconut trees gentle music playing mass colour great quality plants.go opinion really stay, hard imagine club med, friendly interested person time talk, particular chief village linoel outstanding, really special general manager greet talk 5 times day, day said come say goodbye not did remember time leaving things showed right time, second charge leave nearly time there- ca n't recall waved goodbye way drive looked end waving ca n't recommend resort club med, defintely going ca n't wait renovations, large resort relaxed atmosphere friendly lack nothing feel like ones resort,  ",34,7,5
"highly recommended good disini villa terrific, stayed 1 bed villa end june early july impressed, place nice beautifully equiped finished plus service 1st class, villas located 100m main shopping streets far away totally quiet, path villas guess 20, door pool area covered canopy bed 2 reclining chairs open air living area bedroom building 2. pool nice not huge sufficient 5x3m guess garden pretty overall impression wow walk, living area huge 30 people party no problem kitchen area dining table chairs plus sofa couple chairs table end, inside bedroom area seriously spacious, area divided bed area bathroom dressing area wardrobes, bed poster mosquito nets nice tv little biscuits laid night, dressing area his/hers separate wardrobes washbasins probably 3m x 7m, separate shower bath toilet glass windows garden not pool furnishings class floors walls nicely high quality tiling, patio door leading ot pool, overall place really nice nice kept thinking happily live, service great breakfast wanted ordered day 2pm no problem, delivered laid pool 15 mins, negatives, really little fault really picky pool n't doing way exercise little small just fine chilling pool temp little low n't heated tend lose sun maybe 4pm high walls privacy tend block, highly recommended certainly use villa bali, comparing bali dream villa stayed disini nicer following reasons 1 convenient walk shops dont drive cab 2 villa 30-50 bigger 3 standard fittings furnishings higher 4 n't eaten alive mosquitos sleep night mosquito net bed 5 aircon better 100 night,  ",20,4,5
"perfect spot unique boutique overused days hotel realm beach house got exactly looking, tiny hotel right isla verde combines laid attitude fresh style really mirror spirit san juan, arrived late thursday night, quick trip rooms dashed la plage hotel__Ç_é_ beachfront bar restaurant best mojitos planet, dj spinning local crowd fun beauties enjoying perfect evening, knew picked right spot.with drinks hand manager invited tour temporary home, shown large indoor lounge venue la folie breakfast area, way provided run activities planned upcoming days, included dj parties beach service sunday brunch, planning simple, room clean spare exactly beach hotel, lots little touches room bright hip including colorful textiles interesting pottery gorgeous flowers, spa amenities nice use ipod docking station, ate la plage times, absolute best meals stay puerto rico, paella better 75 paella spain tapas style appetizers original delicious, just like rest hotel service similar guest home gracious friend, absolutely, place wish instantly plug nice scene complete excellent hosts perfect spot beach seemingly effortless ambience cool,  ",22,0,5
"sexy boutique hotel beach house perfect solution thoses looking small friendly run hotel, food cafe la plage magnificent decided enjoy dinner evenings, not staying hotel make reservation dinner delighted, owners hotel joy chat backdrop hotel operations.excellent place,  ",5,0,4
"delightful stayed twice week apart hotel exactly experience time motivated write review, convenient location just minute drive airport right nice stretch beach let hotel away huge flaws management does n't want, 50 motel tiny rooms tidied freshened simple cosmetics, rooms tiny clean windows hermetically sealed loud air conditioning competed non stop blaring noise site disco sleeping challenge sunday night, biggest shortcoming beach house hotel poor quality service staff pleasant clueless disorganized incompetent needed training guidance replacement, following just examples sat nearly hour outdoor restaurant trying order tried use one-free-drink-coupons received check-in told applied wine selection beer selection no special drinks like pina colada daquiri, salads arrived dressing no forks knives napkins, took long utensils started eat salad fingers, n't patrons restaurant table receiving lot attention owner family eating, owner got things number times noticed not attended, finally utensils arrived ordered saffron colored seafood paella saw owner table point telling waiter wanted exactly paella week ordered seafood paella long wait served mixed paella bits sausage meat instead hungry ate, seated hours served seafood paella not like owner, no golden saffron colored rice like eating instead meager pieces fish seafood bed overly salted greasy rice disappointment expressed waiter shrugged shoulders said n't fault, hungry ate, desserts menu available no coffee coffee machine broken, actually wondered candid camera poorly served treated thought n't real, breakfast included price room coffee different coffee maker, no milk cold cereal coffee fruit far past prime moments away rotten, waiter pleasant said sorry milk, 7eleven street milk, breakfast previous stay week strawberries pineapple cantaloupe rotting ripe grapes good week no grapes no milk, hotel/restaurant experience unnecessarily bad not worth price paid, beach setting nice worth staying beach house hotel n't care eating sleeping,  ",17,15,3
"disgusting stayed 1 night glad, room looked cute saw light, linens filthy, guessing dirty mop water pregnant tired point did not care, slept clothes, evening stayed couple dinner rat fall roof resurant die right therir table, sitting bar waiting forever pop waitress came ask manager response expect eay outside, went bed right away checked 7:00. gross gross gross, nbot book stay unless want pay 200 room 20 flop house,  ",3,6,2
"great pleasant surprise march 20-21 march 29 beach house hotel pleasant surprise marked contrast numerous negative reviews trip advisor, rooms small clean comfortable despite forewarnings turned quiet pre-cruise nights, small intimate hotel did distinct feel boutique hotel unique ambiance.the biggest beef reviewers focused poor staff service, forewarned information went way test staff service opportunity, encountered friendly accommodative, particularly single sabrina desk concern responsiveness, check-in noted hotel provided i-pod dock room lacking power cord, reporting sabrina showed minutes replacement, equally prompt responding request extra hangars closet, staff assistance provided regarding rain forest cruise information directions venues area, desk staff promptly summoned taxi requested, enjoyed great dinners hotel restaurant cafe leplage romantic setting imaginable, chose tables dinners actually sand beach hotel, enjoyed friendly out-door bar service prior dinner, hotel beach area illuminated torches, asian daybeds beach, sheer curtains billowed pleasant breeze sea caught reflective light torches, absolutely gorgeous setting click photos__Ç trip advisor review page hotel, food excellent, peter gretchen rendered excellent attentive table service, saturday night post-cruise stay hotel did experience noise came expect reading reviews, thought worth source noise traditional brazilian wedding took place hotel aforementioned beach, festivities included 45 minute non-stop performance drum corps apparently brazilian wedding custom enjoyed, second dinner beach actually feet ceremony subsequent reception, felt like wedding guests abandoned party early went 3:00, deal noise simply turned i-pod room great effect muffling noise, requested late check-out departure date late afternoon flight graciously accommodated, spent time beach, request beach towels responded promptly, inconvenience experienced near complete water shutoff morning hotel, inquiring told city working water supply lines hotel no control, understood notice provided courtesy guests, suspect problems experienced attitude problems staff, wouldn__Ç_é_ hesitate return beach house.tom barb r. chicago area,  ",23,11,5
"25-29 boyfriend pleasant experience overall, hotel staff nice hotel trendy spot, quite loud night slept fine television ipod playing, beach n't overcrowded service beach chair towels great, tried appetizer menu bar not restaurant awesome, venture taco stand blocks away popular spot locals grab beers food good..**if used resort style traveling not hotel,  ",5,1,3
"just looking beach house perfect hotel friends, n't looking luxurious rooms just place sleep night planning spend time beach, beach area awesome, times friends, looking affordable low maintenance great beach definitely, service great, thing watch bar, friends paid 77 6 shots patron,  ",4,0,3
"loved, hotel good balance price quality, actually pretty cheap, rooms staff breakfast highly professional, u-bahn not far hackescher markt just block away.if berlin not doubt hotel-choice,  ",2,1,3
"gem especially price, traveled europe weeks june professional women aged 40 60. n't spend lot time rooms did n't require ritz, wanted modern clean safe good service good central location sightseeing, motel alexanderplatz definitely lived expectations especially trying seven women traveled extensively world, trip began berlin nights hotel, definitely pleased start easy bus to/from airport hotel walking distance great restaurants bars museum island subway block away great clean rooms quiet good service, originally booked marriott switched hotel reading reviews ta getting great price, rooms not spacious location ca n't beat lobby nice rooms modern comfortable clean, thumbs especially considering good price,  ",18,0,5
"nice modern admit did n't best start location convenient not attractive unfortunately booking misplaced, desk staff friendly quickly room price originally booked, rooms nice modern small perfectly comfortable clean, did n't stay breakfast early train overall hotel needed, staff came accross lovely ran station given extra travel tips,  ",10,1,4
"tthe worst hotel experienced read bad reviews desperate room busiest weekend amsterdam, knew construction entire hotel torn apart, signs hotel promised 9-6 p.m. construction jolted bed 7 a.m. sound jackhammering sawing, entire room filled dust, room untreated drywall walls mold bathroom walls no telephone room 150 euros night, yes location ideal hotel closed construction really not professional guests especiall not price, checked able better half price,  ",3,3,3
"mice room husband stayed museum hotel month started trip europe, words ca n't disappointed hotel, firstly given room 301. worst hotel room stayed sink bedroom bathroom small mould room especially bathroom, clearly room previously broken lock broken, asked room floor room marginally better possible mouse room 2:00am.this hotel currently renovation floors completed, want stay dont accept room floor, say not stay, staff quite unfriendly unhelpful,  ",2,6,2
"n't waste money stayed museum hotel nights august did not positive experience.the hotel undergoing renovations reception restraunt nice stylish room different story, hotel room tiny barely room people, walls peeling paint mould walls bathroom bedroom area, generally hotel room terrible room cheap basic standardsthe hotel nice area amsterdam easy walk major shopping areas restraunts.the hotel good place stay renovations completed think money better spent hotel,  ",7,3,3
"brown, stayed mh end august, booked room wanted splash bit long weekend away, disappointed renovated room, know hotels amsterdam expensive rooms tend small really small, no desk table chair barely floorspace, cat swinging difficult.the hotel recently renovated brown theme makes rooms smaller, obviously cut corners doing looks quite nice fittings not good quality bed awful soft great canyons people slept, did n't replace beds renovating, building work going stayed pretty finished did n't experience noise, bathroom small impractical shower n't bath water escaped cubicle went floor, colleagues staying rooms problem, whilst checking in/out people demanding new rooms arguing price/service staff quite nice tried help did send amsterdam pancake restaurant shut, add breakfast not included price, location good not right middle seedy tourist land overall amsterdam try,  ",9,5,3
